CantidadDeBeneficiarios,CantidadBeneficioConsolidado,CantidadUltimobeneficio,CodigoDepartamentoAtencion,CodigoMunicipioAtencion,CondicionSexual,Discapacidad,EstadoBeneficiario,EstadoCivil,Etnia,FechaInscripcionBeneficiario,FechaUltimoBeneficioAsignado,Genero,NivelEscolaridad,NombreDepartamentoAtencion,NombreMunicipioAtencion,Pais,RangoEdad,TipoAsignacionBeneficio,TipoBeneficio,TipoDocumento,TipoPoblacion,RangoValorBeneficioConsolidadoAsignado,RangoValorUltimoBeneficioAsignado
1,3,1,27,27001,ND,ND,ACTIVO,ND,AFROCOLOMBIANO – NEGRO,2017-12-01,2018-01-01,Mujer,ND,CHOCO,QUIBDO,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,11,11001,ND,NO,ACTIVO,ND,ND,2016-08-01,2016-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
2,3,1,13,13001,H-HOMBRE,NO,NO ACTIVO,UL,ND,2018-01-01,2018-01-01,Hombre,ND,BOLIVAR,CARTAGENA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47001,ND,NO,NO ACTIVO,ND,ND,2016-02-01,2015-01-01,Mujer,ND,MAGDALENA,SANTA MARTA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,4,1,52,52835,ND,NO,NO ACTIVO,ND,ND,2017-12-01,2018-01-01,Mujer,ND,NARIÑO,SAN ANDRES DE TUMACO,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,3,1,47,47605,ND,NO,ACTIVO,ND,ND,2016-02-01,2017-01-01,Mujer,ND,MAGDALENA,REMOLINO,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,10,1,25,25754,M-MUJER,NO,NO ACTIVO,SO,AFROCOLOMBIANO – NEGRO,2018-02-01,2018-01-01,Mujer,ND,CUNDINAMARCA,SOACHA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,4,1,05,05001,M-MUJER,NO,NO ACTIVO,SO,ND,2017-05-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,47,47288,M,NO,ACTIVO,SO,ND,2017-12-01,2018-01-01,Mujer,ND,MAGDALENA,FUNDACION,COLOMBIA,>65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08001,ND,ND,ACTIVO,ND,ND,2017-12-01,2017-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,52,52079,ND,ND,NO ACTIVO,ND,AFROCOLOMBIANO – NEGRO,2016-02-01,2015-01-01,Mujer,ND,NARIÑO,BARBACOAS,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,2,1,47,47001,ND,ND,NO ACTIVO,ND,ND,2018-05-01,2018-01-01,Mujer,ND,MAGDALENA,SANTA MARTA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,2,1,11,11001,M-MUJER,NO,NO ACTIVO,CA,INDIGENA,2018-08-01,2018-01-01,Mujer,SECUNDARIA,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,4,1,05,05001,ND,NO,ACTIVO,Sin Información,ND,2017-05-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
3,4,1,05,05001,ND,NO,ACTIVO,Sin Información,ND,2018-03-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08001,ND,ND,NO ACTIVO,ND,INDIGENA,2016-02-01,2017-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,27,27001,M-MUJER,NO,ACTIVO,SO,AFROCOLOMBIANO – NEGRO,2017-11-01,2018-01-01,Mujer,ND,CHOCO,QUIBDO,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,3,1,73,73504,ND,NO,NO ACTIVO,ND,ND,2016-05-01,2017-01-01,Mujer,ND,TOLIMA,ORTEGA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,RC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
4,1,1,08,08001,ND,NO,NO ACTIVO,UL,ND,2016-08-01,2015-01-01,Hombre,SECUNDARIA,ATLANTICO,BARRANQUILLA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,3,1,27,27250,ND,ND,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2018-10-01,2018-01-01,Hombre,ND,CHOCO,EL LITORAL DEL SAN JUAN,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,44,44001,ND,NO,NO ACTIVO,SO,ND,2016-05-01,2017-01-01,Mujer,ND,LA GUAJIRA,RIOHACHA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,6,1,15,15293,ND,NO,NO ACTIVO,Sin Información,ND,2018-05-01,2018-01-01,Mujer,ND,BOYACA,GACHANTIVA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,11,1,20,20001,ND,ND,NO ACTIVO,ND,AFROCOLOMBIANO – NEGRO,2017-12-01,2018-01-01,Mujer,ND,CESAR,VALLEDUPAR,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,3,1,11,11001,H-HOMBRE,NO,NO ACTIVO,ND,ND,2017-12-01,2017-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,25,25307,ND,NO,NO ACTIVO,Sin Información,ND,2018-11-01,2018-01-01,Hombre,ND,CUNDINAMARCA,GIRARDOT,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,4,1,76,76109,ND,ND,ACTIVO,Sin Información,ND,2018-05-01,2018-01-01,Mujer,ND,VALLE,BUENAVENTURA,57,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,11,11001,M-MUJER,NO,NO ACTIVO,SO,ND,2017-05-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,05,05313,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,SIN ESPECIFICAR,ANTIOQUIA,GRANADA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50223,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,ND,META,CUBARRAL,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50400,ND,NO,ACTIVO,Sin Información,ND,2016-02-01,2015-01-01,Hombre,ND,META,LEJANIAS,Colombia,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50330,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,ND,META,MESETAS,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
3,3,1,05,05001,ND,NO,ACTIVO,Sin Información,ND,2018-11-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,1,1,50,50450,ND,NO,ACTIVO,Sin Información,ND,2016-02-01,2015-01-01,Hombre,ND,META,PUERTO CONCORDIA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,05,05313,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,ND,ANTIOQUIA,GRANADA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,05,05313,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,ND,ANTIOQUIA,GRANADA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,3,1,05,05001,ND,ND,ACTIVO,ND,ND,2018-05-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,1,1,50,50711,ND,NO,ACTIVO,SO,ND,2016-02-01,2015-01-01,Hombre,ND,META,VISTAHERMOSA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50223,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,SIN ESPECIFICAR,META,CUBARRAL,ND,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,2,1,05,05001,H-HOMBRE,NO,NO ACTIVO,UL,ND,2017-12-01,2018-01-01,Hombre,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,50,50400,ND,NO,ACTIVO,CA,ND,2016-02-01,2015-01-01,Hombre,ND,META,LEJANIAS,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,11,11001,ND,NO,ACTIVO,SO,ND,2016-01-01,2015-01-01,Hombre,TECNICO,BOGOTA,BOGOTA D.C.,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50711,ND,NO,ACTIVO,DI,ND,2016-02-01,2015-01-01,Hombre,ND,META,VISTAHERMOSA,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,4,1,11,11001,ND,ND,NO ACTIVO,ND,ND,2018-11-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13430,ND,NO,NO ACTIVO,ND,ND,2016-02-01,2015-01-01,Mujer,ND,BOLIVAR,MAGANGUE,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50711,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,ND,META,VISTAHERMOSA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50251,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,ND,META,EL CASTILLO,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50251,H-HOMBRE,NO,ACTIVO,CA,ND,2016-02-01,2015-01-01,Hombre,PRIMARIA,META,EL CASTILLO,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
3,1,1,50,50711,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,ND,META,VISTAHERMOSA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,11,11001,ND,NO,ACTIVO,Sin Información,ND,2016-01-01,2015-01-01,Mujer,TECNOLOGO,BOGOTA,BOGOTA D.C.,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,4,1,23,23001,ND,ND,NO ACTIVO,ND,ND,2016-02-01,2017-01-01,Hombre,ND,CORDOBA,MONTERIA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
3,1,1,50,50711,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,ND,META,VISTAHERMOSA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50001,ND,NO,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2016-01-01,2015-01-01,Mujer,ND,META,VILLAVICENCIO,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50711,ND,NO,ACTIVO,CA,ND,2016-02-01,2015-01-01,Hombre,ND,META,VISTAHERMOSA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,13,13001,ND,ND,ACTIVO,ND,ND,2018-10-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,6,1,25,25740,ND,ND,NO ACTIVO,ND,ND,2018-05-01,2018-01-01,Mujer,ND,CUNDINAMARCA,SIBATE,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,RC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,4,1,11,11001,M-MUJER,NO,NO ACTIVO,ND,ND,2017-05-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,50,50400,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,ND,META,LEJANIAS,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50223,ND,NO,ACTIVO,CA,ND,2016-02-01,2015-01-01,Hombre,ND,META,CUBARRAL,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,11,11001,ND,NO,ACTIVO,SO,ND,2016-02-01,2015-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
2,1,1,76,76001,ND,ND,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2016-05-01,2016-01-01,Mujer,ND,VALLE,CALI,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,25,25754,ND,ND,ACTIVO,ND,ND,2018-04-01,2018-01-01,Mujer,ND,CUNDINAMARCA,SOACHA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,08,08001,ND,ND,NO ACTIVO,ND,ND,2016-02-01,2015-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
3,1,1,05,05001,ND,NO,NO ACTIVO,SO,ND,2016-02-01,2015-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,11,11001,ND,NO,NO ACTIVO,UL,ND,2016-02-01,2015-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50711,ND,NO,ACTIVO,SO,ND,2016-02-01,2015-01-01,Hombre,SIN ESPECIFICAR,META,VISTAHERMOSA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,1.500.001 - 3.000.000,1.300.001 - 2.600.000
4,3,1,08,08001,H-HOMBRE,NO,NO ACTIVO,UL,ND,2018-01-01,2018-01-01,Hombre,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,05,05088,ND,NO,NO ACTIVO,Sin Información,ND,2018-04-01,2018-01-01,Mujer,ND,ANTIOQUIA,BELLO,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,66,66001,ND,NO,ACTIVO,Sin Información,ND,2016-02-01,2017-01-01,Mujer,ND,RISARALDA,PEREIRA,ND,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,6,1,11,11001,ND,ND,NO ACTIVO,ND,INDIGENA,2018-05-01,2018-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,52,52835,ND,NO,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2015-10-01,2015-01-01,Mujer,ND,NARIÑO,SAN ANDRES DE TUMACO,ND,30-49,INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,5,1,13,13001,ND,NO,ACTIVO,Sin Información,ND,2017-10-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,5,1,52,52560,ND,NO,NO ACTIVO,Sin Información,ND,2018-05-01,2018-01-01,Hombre,ND,NARIÑO,POTOSI,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,7,1,17,17444,ND,NO,ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Mujer,ND,CALDAS,MARQUETALIA,ND,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,5,1,54,54001,H-HOMBRE,NO,NO ACTIVO,CA,ND,2017-10-01,2018-01-01,Hombre,ND,NORTE DE SANTANDER,CUCUTA,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,25,25754,M-MUJER,NO,NO ACTIVO,CA,ND,2017-10-01,2018-01-01,Mujer,ND,CUNDINAMARCA,SOACHA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,4,1,08,08137,ND,NO,ACTIVO,Sin Información,ND,2018-11-01,2018-01-01,Hombre,ND,ATLANTICO,CAMPO DE LA CRUZ,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,11,11001,ND,ND,ACTIVO,ND,ND,2016-05-01,2017-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
3,3,1,08,08001,H-HOMBRE,NO,NO ACTIVO,UL,ND,2018-01-01,2018-01-01,Hombre,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,05,05001,ND,NO,NO ACTIVO,SO,ND,2016-08-01,2016-01-01,Mujer,SECUNDARIA,ANTIOQUIA,MEDELLIN,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
3,3,1,08,08001,ND,ND,NO ACTIVO,ND,ND,2016-05-01,2017-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,5,1,13,13001,ND,NO,NO ACTIVO,Sin Información,ND,2017-10-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,UNIDOS,0 - 1.500.000,0 - 1.300.000
5,3,1,08,08001,H-HOMBRE,NO,NO ACTIVO,CA,ND,2018-04-01,2018-01-01,Hombre,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,25,25754,ND,NO,ACTIVO,Sin Información,ND,2017-10-01,2018-01-01,Mujer,ND,CUNDINAMARCA,SOACHA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08001,ND,NO,NO ACTIVO,Sin Información,ND,2016-05-01,2017-01-01,Hombre,ND,ATLANTICO,BARRANQUILLA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,3,1,08,08001,H-HOMBRE,SI,NO ACTIVO,SO,ND,2016-05-01,2017-01-01,Hombre,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,05,05001,ND,NO,ACTIVO,Sin Información,ND,2016-05-01,2015-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,ND,30-49,INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
11,3,1,08,08001,ND,NO,NO ACTIVO,Sin Información,ND,2016-05-01,2017-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
3,1,1,05,05001,ND,NO,NO ACTIVO,SO,ND,2016-02-01,2015-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,18,18256,ND,NO,ACTIVO,SO,ND,2016-02-01,2015-01-01,Hombre,SIN ESPECIFICAR,CAQUETA,EL PAUJIL,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
7,4,1,08,08001,M-MUJER,NO,NO ACTIVO,SO,ND,2017-11-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,76,76001,M-MUJER,NO,NO ACTIVO,ND,INDIGENA,2018-05-01,2018-01-01,Mujer,SECUNDARIA,VALLE,CALI,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,5,1,76,76109,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Hombre,ND,VALLE,BUENAVENTURA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
